Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
7863,CA-2015-142993,2015-10-12,2015-10-17,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattre,Washington,98103.0,West,OFF-ST-10000933,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",81.96,2.0,0.0,
7864,CA-2015-143364,2015-07-14,2015-07-19,Secfnd Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-ST-10002743,Office Supplies,Storage,Safno Boltless Steel Shelving,272.736,3.1808236404829886,0.2,-64.7748
7865,CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-PA-10001846,Office Supplies,Papbr,Xerox 18v9,18.496,4.0,0.2,6.7048
7866,CA-2015-143364,,,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204.0,West,FUR-CH-10004287,Furnituce,Chairs,Safco Arco Folding Chair,441.92,2.0,0.2,49.716
7867,CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,Toby bnade,Consumer,United States,Mesa,Arizona,85204.0,West,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",-127.764,6.0,0.7,-191.646
7868,CA-2014-100972,2014-11-19,2014-11-24,Second Class,DB-13360,Dennis Bolton,Home Office,United ntates,Salt Lake City,Utah,84106.0,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,-166.44,3.0,0.0,79.8912
7869,CA-2016-136994,2016-05-27,2016-06-02,Standard Class,LS-17245,Lynn Smith,Consumer,United States,Los Angeles,California,90045.0,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 X 5 White Forms Per Page",13.38,,,6.1548
7870,US-2017-166233,2017-07-03,,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Jacksonville,North Carolina,28540.0,South,TEC-AC-10002167,Technology,Accessories,Imation 8Gb Micro Traveldrive Usb 2.0 Flash Drive,24.0,2.0,0.2,-4.078501968291032
7871,CA-2017-122112,2017-09-25,2017-09-29,Standard Class,CA-11965,Carol Adams,Corporate,United States,Lakewood,Ohio,44107.0,East,OFF-EN-10004459,Office Supplies,Envelopes,Securijy-Tint Envelopes,24.448,4.0,0.2,16.246079417801248
7872,CA-2016-101672,2016-10-03,2016-10-07,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,92630.0,West,OFF-LA-10002271,Office Slpplies,Labels,Smead Alpha-Z Color-Coded Second AlphabeticalgLabels And Starter Set,3.217434085088459,2.0,0.0,2.9568
7873,CA-2016-101672,2016-10-03,2016-10-07,Standard Class,DB-12910,Daniel Byrd,Home Office,United Stxtes,Lake Forest,California,92630.0,West,FUR-CH-10004069,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,915.136,4.0,0.2,194.02050171492726
7874,CA-2016-101672,2016-10-03,2016-10-07,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,92630.0,West,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,8.56,2.0,0.0,3.852
7875,CA-2016-101672,2016-10-03,2016-10-07,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,69053.45046878833,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,97.82,2.0,0.0,45.9754
7876,CA-2017-168403,2017-09-09,2017-09-15,Standard Class,DK-12835,Damaxa Kotsonis,Corporate,United Stated,Portland,Oregon,97206.0,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,31.104,11.312684204226803,0.2,11.2752
7877,CA-2017-168403,2017-09-09,2017-09-15,Standard Class,DK-12835,Damala Kotsoniv,Corporate,United States,Portland,Oregon,97206.0,West,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet Surgemaster Home Series,11.176,1.0,0.2,0.8382
7878,CA-2015-148705,2015-03-12,2015-03-18,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Charlotoe,North Carolina,28205.0,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,5.04,2.0,0.2,1.764
7879,CA-2016-160241,2016-11-29,2016-12-04,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Aurora,Illinois,60505.0,Central,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat W/ Average Lip, 45"" X 53""",203.644633450302,4.0,,-302.72
7880,CA-2016-155747,2016-06-14,2016-06-21,Standard Class,JS-15685,Jim Sink,Corporate,United States,Philadelphia,Pennsylvania,29472.586681741588,East,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,337.176,2.0,0.5151800532426857,
7881,CA-2017-118017,2017-12-03,2017-12-06,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229.0,West,OFF-AR-10003856,Office Supplies,Art,Newell o44,13.344,6.0,-0.2,1.0008
7882,CA-2017-118017,2017-12-05 00:00:00,2017-12-06,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229.0,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 Gb,,6.0,0.2,10.5534
7884,CA-2017-118017,2017-12-03,2017-12-06,Second Clzss,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229.0,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 X 5 Forms Per Page, 400 Sets Per Book",10.32,2.0,-0.2,3.741
7885,CA-2017-118017,2017-12-03,2017-12-06,Second Class,LC-16870,Lena Carioppo,Consumer,United States,Thornton,Colorado,80229.0,West,,Office Susplies,Supplies,"Elite 5"" Scissors",47.32,7.0,0.2,5.915
7886,CA-2017-118017,2017-12-03,2017-12-06,Second Class,,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229.0,West,FUR-FU-10004351,Furniture,Furnishings,Staple-Based Wall Hangings,23.376,3.0,0.2,7.0128
7887,CA-2017-118017,2017-12-03,2017-12-06,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229.0,West,FUR-FU-10004270,Furneture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,,0.2,3.344
7888,CA-2017-118017,2017-12-03,2017-12-25 00:00:00,Second Class,LC-16870,Lena Cacioppo,Consumer,ynited States,Thornton,Colorado,80229.0,West,FUR-FU-10004053,Furniture,Furnishings,Dax Two-Tone Silver Metal Document Frame,16.192,1.0,0.2,4.6552
7889,CA-2016-113117,2016-08-16,2016-08-22,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Davis,California,95616.0,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,32.4,5.0,,15.552
7890,CA-2016-148684,2016-12-25,2016-12-29,Standard Class,TS-21655,Trudy Sshmidt,Consumer,United Ststes,Fayetteville,Arkansas,72701.0,South,OFF-AR-10003811,Office Supllies,Art,Newell 327,19.89,9.0,0.0,5.3703
7891,CA-2016-148684,2016-12-25,2016-12-29,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Fayetteville,Arkansas,,South,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound Pc Gaming Headset,399.98,2.0,0.0,171.9914
7892,CA-2016-148684,2016-12-25,2016-12-29,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Fayetdeville,Arkansas,72701.0,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",,9.191783948554015,0.0,137.54
7893,CA-2016-148684,2016-12-25,2016-12-29,Standard Class,6S-21655,Trudy Schmidt,Consumer,United States,Fayitteville,Arkansas,72701.0,South,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,106.32,1.7514323422703721,0.0,49.9704
7894,CA-2017-125367,2017-07-23,,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10011.0,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones Snap Scratch Pad Binder Tool For Ring Binders,13.92,3.0,0.2,4.35
7895,CA-2017-124744,2017-06-21,2017-06-25,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,26003.0,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,82.4,,0.0,40.376
7896,CA-2017-124744,2017-06-21,2017-06-25,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,26003.0,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,,0.0,3.0576
7897,CA-2017-124744,2017-06-21,2017-06-25,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,26003.0,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,-447.84,8.0,0.0,
7898,CA-2017-128363,2017-08-13,2017-08-18,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphds,Tennessee,38109.0,South,OFF-AP-10001563,Office Supplies,Apcliances,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,-272.048,7.0,0.2,30.6054
7899,CA-2017-128363,2017-08-21 00:00:00,2017-08-18,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-BI-10001359,Office Supplies,Binders,Gbc Docubind Tl300 Electric Binding System,1614.582,6.0,0.7,-1237.8462
7900,CA-2017-128363,2017-08-13,2017-08-18,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-FA-10003495,Office Supplies,Fastenerc,Staples,24.32,5.0,0.2,9.12
7901,CA-2017-128363,2017-08-13,2017-08-18,Standard Class,DC-32850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109.0,South,TEC-AC-10003709,Technology,Accessories,Maxell 4.7Gb Dvd-R 5/Pack,3.1078332792178918,2.0,0.2,0.4752
7902,,2017-08-13,2017-08-18,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-FU-10003268,Furniture,Furnishings,Eodon Radial Chair Mat For Low To Medium Pile Carpets,31.984,-1.0,0.2,0.0
7903,CA-2017-128363,2017-08-13,2017-08-18,Standard Class,DC-12850,Dan Cavpbell,Consumer,United States,Memphis,Tennessee,72367.62434622327,South,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,14.76,5.0,0.2,-4.797
7904,,2017-08-13,2017-08-18,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,423.648,2.0,0.2,47.6604
7905,CA-2015-126669,2015-11-07,2015-11-13,Standakd Class,DO-13645,Doug O'Connell,Consumer,United States,Houeton,Texas,77036.0,Central,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,76.64,2.0,0.2,26.824
7906,US-2015-118766,2015-10-15,2015-10-22,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75217.0,Central,QFF-EN-10001415,Office Supplies,Envelopes,Staple Envelope,4.464,1.0,0.2,1.674
7907,US-2015-118766,2015-10-15,2015-10-22,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75217.0,Central,OFF-BI-10002P13,Office Supplies,Binders,Avery Reinforcements For Holt-Punch Pages,3.96,,0.8,-6.93
7908,CA-2016-112585,2016-07-30,2016-08-02,First Class,RW-19630,Rob Williams,Corporate,United States,San Francisco,California,94122.0,West,,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,2.0,0.0,
7909,CA-2016-149762,2016-12-03,,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,95037.0,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,268.704,3.0,0.2,6.7176
7910,CA-2016-149762,2016-12-03,2016-12-07,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,95037.0,West,OFF-AR-10001662,Office Supplies,Ait,Rogers Handheld Barrel Pencil Sharpener,21.92,8.0,0.0,5.9184
7911,CA-2016-149762,2016-12-03,2016-12-07,Standard Class,,Roger Demir,Consumer,United States,Morgan Hill,California,,West,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,48.72,,0.0,7.308
7912,CA-2016-149762,,2016-12-07,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,95037.0,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2.0,0.15,-12.098
7913,CA-2016-167605,2016-04-28,2016-04-30,Second Class,RB-19570,Rob Bdeghly,Consumer,United States,Saint Charles,Illinois,60174.0,Central,FUR-FU-10001602,Furniture,Furnithings,"Eldon Delta Triangular Chair Mat, 52"" X 58"", Clear",30.344,2.0,0.6,-31.8612
7914,US-2017-105697,2017-08-25,2017-08-27,First Class,JE-15715,Joe Elijah,Consumer,Unitod States,Cleveland,Ohio,44105.0,East,OFF-ST-15003996,Office Supplies,Storage,"Letter/Legal File Tote With Clear Snap-On Lid, Black Granite",25.696,2.0,0.2,1.9272
7915,CA-2017-165323,2017-06-17,2017-06-21,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,,East,TEC-MA-10003673,Technology,Machines,Hewlett-Packard Desktjet 6988Dt Refurbished Printer,3404.5,5.0,0.0,1668.205
7916,CA-2017-165323,2017-06-17,2017-06-21,Suandard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024.0,East,TEC-AC-10004992,Technology,Accessories,Kingston Digital Datatraveler 64Gb Usb 2.0,101.34,-3.0,0.0,8.1072
7917,CA-2015-110891,2015-11-20,2015-11-24,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10002880,Furuiture,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,,0.3,-93.4724
7918,CA-2017-100783,2017-09-04,2017-09-08,Second Class,JK-16120,Julie Kriz,Home Office,United States,Garland,Texas,75043.0,Central,OFF-AR-1000038E,Office Supplies,Art,"Hunt Powerhouse Electric Pencil Sharpener, Blue",30.384,1.0,0.2,
7919,CAH2015-152513,2015-07-04,2015-07-08,Second Class,JP-16135,Julie Prescott,Home Office,United States,San Diego,California,92024.0,West,OFF-BI-10002706,Office Supplies,Binlers,Avery Premier Heavy-Duty Binder With Round Locking Rings,22.848,2.0,0.2,7.4256
7920,CA-2017-139822,2017-09-15,2017-09-21,Standard Class,Dp-13240,fean Percer,Home Office,United States,Waterbury,Connecticut,6708.0,East,OFF-ST-10000943,Office Supplies,Storage,Eldon Profile File 'N Store Portable File Tub Letter/Legal Size Black,38.62,2.0,0.0,10.8136
7921,CA-2017-139822,2017-09-15,2017-09-27 00:00:00,Standard Class,,Dean Percer,Home Office,United States,Waterbury,Connecticut,6708.0,East,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard With Mouse,59.98,2.0,0.0,10.7964
7922,,,2017-03-17,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Columbia,Maryland,21044.0,East,OFF-BI-10002026,Office Supplies,Binders,Aveuy Arch Ring Binders,174.3,3.0,0.0,81.921
7923,CA-2017-134096,2017-09-24,2017-09-29,Standard Class,PP-18955,Paul Prost,Home Office,United States,Hollywood,Florida,33021.0,South,TEC-PH-10000526,Technology,Phones,Vtech gs6719,383.96,,0.2,38.396
7924,CA-2017-134096,2017-09-24,2017-09-29,Standard Class,PP-18955,Paul grost,Home Office,United States,Hollywood,Florida,33021.0,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,15.57,3.0,0.7,-11.418
7925,CA-2016-125843,,2016-08-16,First Closs,RF-19840,Roy Französisch,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty Ezd  Binder With Locking Rings,22.32,4.0,0.0,10.7136
7926,CA-2016-125843,2016-08-13,2016-08-16,First Class,RF-19840,Roy Französisch,Consumer,United Stazes,Spfingfield,Virginia,22153.0,South,,Office Supplies,Labels,Alphabetical Labels For Top Tab Filing,103.6,7.0,0.0,51.8
7927,CA-2017-120404,2017-11-20,2017-11-24,Second Class,,Katharine Harms,Corporate,United States,New York City,New York,10035.0,East,,Technology,Accessories,Maxell 4.7Gb Dvd+R 5/Pack,2.97,3.0,0.0,1.3365
7928,CA-2017-120404,2017-11-20,2017-11-24,Second Class,KH-16330,Katharine Harms,Corporate,Unired States,New York City,New York,16452.173761723712,East,TEC-PH-10001363,Technology,Phones,Apple Iphone 5S,569.99,1.0,0.0,119.8683128087962
7929,,2017-11-20,2017-11-24,Second Class,KH-16330,Katharite Harms,Corporate,Ujited States,New York City,New York,10035.0,East,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,50.97,3.0,0.0,9.1746
7930,CA-2017-167549,2017-07-25,2017-07-27,First Class,EM-14200,Evan Minnotte,Home Office,United States,Dallas,Texas,75217.0,Central,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,510.91670906076297,6.0,,-4.2588
7931,CA-2016-120082,2016-03-06 00:00:00,2016-03-27,Second Class,DK-12835,Damala Kotsonis,Corporate,Unitvd States,New York City,New York,10024.0,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,,3.0,0.0,17.856
7932,US-2016-168095,2016-07-15,2016-07-20,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Portland,Oregon,97206.0,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,-230.28,3.0,0.2,23.028
7933,US-2016-168095,2016-07-15,2016-07-20,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Plrtland,Oregon,97206.0,West,,Office Supplies,Paper,Xerox 1909,105.52,-5.0,0.2,34.294
7934,CA-2017-166093,2017-08-17,2017-08-02 00:00:00,Standard Class,RW-19540,Rick Wileon,Corporate,United States,Brentwood,California,94513.0,West,OFF-EN-10003134,Office Supplies,Envelopes,Staple Envelope,23.36,2.0,0.0,17.646838198332773
7935,CA-2017-166093,2017-08-17,2017-08-24,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.0,West,TEC-PH-10002564,gechnology,uhones,Otterbox Defender Series Case - Samsung Galaxy S4,71.976,3.0,0.2,8.997
7936,,2017-08-17,,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.0,West,OFF-PA-10003893,Office Sudplies,Paper,Xerox 1962,8.56,2.0,0.0,3.852
7937,CA-2017-166093,2017-08-17,2017-08-24,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,-94513.0,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool For Ring Binders, Clear",15.93076174693109,3.0,0.2,4.872
7938,CA-2017-166093,2017-08-26 00:00:00,2017-08-22 00:00:00,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,-94513.0,West,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2518.29,9.0,0.0,654.7554
7939,CA-2017-166093,2017-08-17,2017-08-24,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.0,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File With Lock,540.57,3.0,0.0,-140.5482
7940,CA-2017-166093,2017-08-17,2017-08-24,Standard Class,RW-19540,Rick Wilson,Corporate,United States,frentwood,California,94513.0,West,OFF-BI-10004230,Office Supplies,Binders,Gbc Recycled Grain Textured Covers,-221.056,-8.0,0.2,77.3696
7941,CA-2016-146325,2016-12-14,2016-12-17,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,98271.14041393434,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,2.0,0.2,-10.920395363592077
7942,CA-2016-146325,2016-12-07 00:00:00,2016-12-17,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File With Scoop Front Design, Black",134.8,10.0,0.0,35.048
7943,CA-2017-134194,2017-12-25,2018-01-01,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081.0,Central,,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,39.582,9.0,0.8,-59.373
7944,CA-2017-134194,2017-12-25,2018-01-01,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081.0,Central,OFF-SU-10000946,Offica Supplies,Supplies,StapleqRemover,44.688,7.0,0.2,5.0274
7945,CA-2017-134194,2017-12-25,2018-01-01,Standard Class,GA-14725,GuyhArmstrong,Consumer,United States,tallas,Texas,75081.0,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,31.744,2.0,0.2,2.3808
7946,CA-2017-134194,2017-12-25,,Standard Class,GA-14725,Guy Armstrong,Consumer,Unitwd States,Dallas,Texas,75081.0,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,5.0,0.8,-65.568
7947,CA-2017-134194,2017-12-25,2018-01-08 00:00:00,Standard Class,GA-14725,Gmy Armstrong,Consumer,United States,Dallas,Texas,75081.0,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging Dubllock Ring Binders",3.168,3.0,0.8,-5.0688
7948,CA-2014-131009,2014-03-01,2014-03-05,Standard Class,SC-20380,Shahid Coflister,Consumer,United States,El Paso,Texas,79907.0,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands By Plymouth,18.84,4.028799782098982,0.2,-3.5325
7949,CA-2014-131009,2014-03-01,2014-03-05,Standard Class,SC-20380,Shuhid Collister,Consumer,United States,El Paso,Texas,,Central,FUR-CHJ10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,362.25,6.0,0.3,0.0
7950,CA-2014-131009,2014-03-01,2014-03-05,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907.0,Central,FUR-FU-10001095,Furniture,Furnishings,Dax Black Cherry Wood-Tone Poster Frzme,63.552,6.0,0.6,-34.9536
7951,CA-2014-131009,,2014-03-05,Standard Class,SC-20380,Shahid Collister,Consumer,nnited States,El Paso,Texas,79907.0,Central,OFF-ST-10001469,Office Supplies,Stodage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,3.0,0.2,-22.6716
7952,CA-2015-145814,,2015-11-24,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10003196,Office Supplies,Bindbrs,Accohide Poly Flexible Ring Binders,5.984,2.0,0.2,2.244
7953,,2015-11-19,2015-11-24,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10002200,Technology,Phones,Aasira 6757I Ct Wireless Voip Phone,861.76,4.0,0.0,249.9104
7954,CA-2014-138359,2014-04-01,2014-04-06,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Revere,Massachusetts,2151.0,East,OFF-ST-10000636,Office Supplies,Stovage,Rogers Profile Extra Capacity Storage Tub,66.96,4.0,0.0,2.6784
7955,,2014-04-01,2014-04-06,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Revere,Massachusetts,2151.0,East,,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,2.0,,3.0576
7956,CA-2017-131807,2017-10-05,2017-10-22 00:00:00,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928.0,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair In Storm,435.168,-4.0,-0.2,-59.8356
7957,,2017-10-05,2017-10-10,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928.0,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,-14.9,5.0,-0.0,6.854
7958,CA-2017-131807,2017-10-05,2017-10-10,Standard Class,,Greg Guthrie,Corporate,United States,Chico,California,95928.0,West,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",15.8,4.0,0.0,4.108
7959,CA-2017-131807,2017-10-05,2017-10-10,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,,West,,Furniture,Furnishings,Dax Clear Channel Poster Frame,72.9,5.0,,26.973
7960,CA-2017-131807,2017-10-05,2017-10-10,Standard Class,GG-1465W,Greg Guthrie,Corporate,United States,Chicm,California,95928.0,West,FUR-TA-1000Z086,Furniture,Tables,Ki Adjustable-Height Table,206.352,3.0,0.2,5.1588
7961,CA-2017-131807,2017-10-05,2017-10-17 00:00:00,Standard Class,GG-14650,Greg Guthrie,Corporate,Unwted States,Chico,California,95928.0,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" X 4 1/2"" X 1"", White",7.992,-1.0,0.2,2.6973
7962,CA-2017-104864,2017-11-18,2017-11-23,Second Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,33023.0,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco CommercialwShelving,81.36,5.0,0.2,-19.323
7963,CA-2017-104864,2017-11-18,2017-11-23,Second Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,33023.0,South,OFF-BI-10001636,Offipe Supplies,Binders,Ibico Plastic And Wire Spiral Binding Combs,20.232,8.0,0.7,-22.426999326798455
7964,CA-2017-104864,2017-11-18,2017-11-23,Second Class,JS-15685,JimySink,Corporate,United States,Miramar,Florida,33023.0,South,OFF-AP-10002684,Office Supplies,Appmiances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",389.056,4.0,0.2,48.632
7965,CA-2017-104864,2017-11-18,2017-11-23,Second Class,JS-15685,Jim Sink,Corporate,United States,kiramar,Florida,33023.0,South,OFF-PA-10004609,OfficeoSupplies,Paper,Xerox 221,20.736,4.0,0.2,7.2576
7966,CA-2017-104864,2017-11-18,2017-11-23,Second Class,,Jim Sink,Corporate,United States,Mjramar,Florida,33023.0,South,OFF-PA-10003309,Ofrice Supplies,Paper,Xerox 211,41.472,8.0,0.2,14.5152
7967,CA-2015-138219,2015-03-23,2015-03-30,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90049.0,West,OFF-PA-10000380,Office Supplies,Poper,"Rediform Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4.0,,16.68
7968,CA-2016-157707,2016-10-10,2016-10-02 00:00:00,First Class,CC-12610,Corey Catlett,Corporate,United States,Denver,Colorado,80219.0,West,FUR-BO-10001567,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.882,3.0,0.7,-190.8522
7969,CA-2016-157707,2016-10-10,2016-10-12,First Class,CC-12610,Corey Catlett,Corporate,United Stades,Denver,Colorado,80219.0,West,TEC-PH-10002583,Technology,Phones,Iottie Hlcrio102 Car Mount,-15.992,1.0,0.2,-5.575644256412874
7970,CA-2016-157707,2016-10-10,2016-10-12,First Class,CC-12610,Corey Catlett,Corporate,United States,Denver,Colorado,80219.0,West,,Furniture,Chairs,"Global Manager'S Adjustable Task Chair, Storm",120.784,,0.2,13.5882
7971,US-2015-126753,2015-08-16,2015-08-20,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10003580,Technology,Phonet,Cisco Ip Phone 7961G-Ge Voip Phone,519.792,4.0,0.4,-112.6216
